"ntau","D","pe"
17900,1,0
18000,1,0
18100,1,0
18200,1,0
18300,1,0
18400,1,0
18500,1,0
18600,1,0
18700,1,0
18800,1,0
18900,1,0
19000,1,0
19100,1,0
19200,1,0
19300,1,0
19400,1,0
19500,1,0
19600,1,0
19700,1,0
19800,1,0
19900,1,0
20000,1,0
20100,1,0
20200,1,0
20300,1,0
20400,1,0
20500,1,0
20600,1,0
20700,1,0
20800,1,0
20900,1,0
21000,1,0
21100,1,0
21200,1,0
21300,1,0
21400,1,0
21500,1,0
21600,1,0
21700,1,0
21800,1,0
21900,1,0
22000,1,0
22100,1,0
22200,1,0
22300,1,0
22400,1,0
22500,1,0
22600,1,0
22700,1,0
22800,1,0
22900,1,0
23000,1,0
23100,1,0
23200,1,0
23300,1,0
23400,1,0
23500,1,0
23600,1,0
23700,1,0
23800,1,0
23900,1,0
24000,1,0
24100,1,0
24200,1,0
24300,1,0
24400,1,0
24500,1,0
24600,1,0
24700,1,0
24800,1,0
24900,1,0
25000,1,0
25100,1,0
25200,1,0
25300,1,0
25400,1,0
25500,1,0
25600,1,0
25700,1,0
25800,1,0
25900,1,0
26000,1,0
26100,1,0
26200,1,0
26300,1,0
26400,1,0
26500,1,0
26600,1,0
26700,1,0
26800,1,0
26900,1,0
27000,1,0
27100,1,0
27200,1,0
27300,1,0
27400,1,0
27500,1,0
27600,1,0
27700,1,0
27800,1,0
27900,1,0
28000,1,0
28100,1,0
28200,1,0
28300,1,0
28400,1,0
28500,1,0
28600,1,0
28700,1,0
28800,1,0
28900,1,0
29000,1,0
29100,1,0
29200,1,0
29300,1,0
29400,1,0
29500,1,0
29600,1,0
29700,1,0
29800,1,0
29900,1,0
30000,1,0
30100,1,0
30200,1,0
30300,1,0
30400,1,0
30500,1,0
30600,1,0
30700,1,0
30800,1,0
30900,1,0
31000,1,0
31100,1,0
31200,1,0
31300,1,0
31400,1,0
31500,1,0
31600,1,0
31700,1,0
31800,1,0
31900,1,0
32000,1,0
32100,1,0
32200,1,0
32300,1,0
32400,1,0
32500,1,0
32600,1,0
32700,1,0
32800,1,0
32900,1,0
33000,1,0
33100,1,0
33200,1,0
33300,1,0
33400,1,0
33500,1,0
33600,1,0
33700,1,0
33800,1,0
33900,1,0
34000,1,0
34100,1,0
34200,1,0
34300,1,0
34400,1,0
34500,1,0
34600,1,0
34700,1,0
34800,1,0
34900,1,0
35000,1,0
35100,1,0
35200,1,0
35300,1,0
35400,1,0
35500,1,0
35600,1,0
35700,1,0
35800,1,0
35900,1,0
36000,1,0
36100,1,0
36200,1,0
36300,1,0
36400,1,0
36500,1,0
36600,1,0
36700,1,0
36800,1,0
36900,1,0
37000,1,0
37100,1,0
37200,1,0
37300,1,0
37400,1,0
37500,1,0
37600,1,0
37700,1,0
37800,1,0
37900,1,0
38000,1,0
38100,1,0
38200,1,0
38300,1,0
38400,1,0
38500,1,0
38600,1,0
38700,1,0
38800,1,0
38900,1,0
39000,1,0
39100,1,0
39200,1,0
39300,1,0
39400,1,0
39500,1,0
39600,1,0
39700,1,0
39800,1,0
39900,1,0
40000,1,0
40100,1,0
40200,1,0
40300,1,0
40400,1,0
40500,1,0
40600,1,0
40700,1,0
40800,1,0
40900,1,0
41000,1,0
41100,1,0
41200,1,0
41300,1,0
41400,1,0
41500,1,0
41600,1,0
41700,1,0
41800,1,0
41900,1,0
42000,1,0
42100,1,0.384685580951366
42200,1,0.387749599316744
42300,1,0.389326928958373
42400,1,0.390490658865933
42500,1,0.391239542698509
42600,1,0.391764278965498
42700,1,0.392118390049933
42800,1,0.392385340626233
42900,1,0.392566224300354
43000,1,0.392651937211736
43100,1,0.392679357490559
43200,1,0.392649054434384
43300,1,0.392561598688172
43400,1,0.392451097396033
43500,1,0.392262514092383
43600,1,0.392071870459451
43700,1,0.391846101035595
43800,1,0.391585747726067
43900,1,0.391367834818644
44000,1,0.391047347581007
44100,1,0.390693097632179
44200,1,0.390405471323177
44300,1,0.389992711071199
44400,1,0.389661551590409
44500,1,0.389191330703843
44600,1,0.38881751034015
44700,1,0.388425524638962
44800,1,0.38801550609657
44900,1,0.387587728361729
45000,1,0.387142250132307
45100,1,0.386679129435116
45200,1,0.3861987074444
45300,1,0.385700898912191
45400,1,0.385185830975464
45500,1,0.38465377117946
45600,1,0.384104773676565
45700,1,0.383539032590206
45800,1,0.383152473746528
45900,1,0.382558911745648
46000,1,0.381948862111041
46100,1,0.381532991840498
46200,1,0.380895729944555
46300,1,0.380461968544071
46400,1,0.379797823602754
46500,1,0.379117635889473
46600,1,0.3786554075138
46700,1,0.378186165822045
46800,1,0.377469227454055
46900,1,0.376982600130544
47000,1,0.376239739827686
47100,1,0.375735935448373
47200,1,0.375225318091114
47300,1,0.374446620005048
47400,1,0.373919112491594
47500,1,0.373384905302761
47600,1,0.372571170375609
47700,1,0.372020283836862
47800,1,0.371462876806494
47900,1,0.370898911872361
48000,1,0.370328419937679
48100,1,0.36946044290616
48200,1,0.368873767201816
48300,1,0.368280738368432
48400,1,0.367681250853572
48500,1,0.367075402402571
48600,1,0.366463154952543
48700,1,0.365844672831443
48800,1,0.365219917569503
48900,1,0.36458891799664
49000,1,0.363951702726212
49100,1,0.363308299591868
49200,1,0.362658737273207
49300,1,0.362003043809657
49400,1,0.361341246954682
49500,1,0.360673374248696
49600,1,0.359999386608058
49700,1,0.359319443960882
49800,1,0.358633572793349
49900,1,0.35794166723507
50000,1,0.357243754578475
0,1.02,0
100,1.02,0
200,1.02,0
300,1.02,0
400,1.02,0
500,1.02,0
600,1.02,0
700,1.02,0
800,1.02,0
900,1.02,0
1000,1.02,0
1100,1.02,0
1200,1.02,0
1300,1.02,0
1400,1.02,0
1500,1.02,0
1600,1.02,0
1700,1.02,0
1800,1.02,0
1900,1.02,0
2000,1.02,0
2100,1.02,0
2200,1.02,0
2300,1.02,0
2400,1.02,0
2500,1.02,0
2600,1.02,0
2700,1.02,0
2800,1.02,0
2900,1.02,0
3000,1.02,0
3100,1.02,0
3200,1.02,0
3300,1.02,0
3400,1.02,0
3500,1.02,0
3600,1.02,0
3700,1.02,0
3800,1.02,0
3900,1.02,0
4000,1.02,0
4100,1.02,0
4200,1.02,0
4300,1.02,0
4400,1.02,0
4500,1.02,0
4600,1.02,0
4700,1.02,0
4800,1.02,0
4900,1.02,0
5000,1.02,0
5100,1.02,0
5200,1.02,0
5300,1.02,0
5400,1.02,0
5500,1.02,0
5600,1.02,0
5700,1.02,0
5800,1.02,0
5900,1.02,0
6000,1.02,0
6100,1.02,0
6200,1.02,0
6300,1.02,0
6400,1.02,0
6500,1.02,0
6600,1.02,0
6700,1.02,0
6800,1.02,0
6900,1.02,0
7000,1.02,0
7100,1.02,0
7200,1.02,0
7300,1.02,0
7400,1.02,0
7500,1.02,0
7600,1.02,0
7700,1.02,0
7800,1.02,0
7900,1.02,0
8000,1.02,0
8100,1.02,0
8200,1.02,0
8300,1.02,0
8400,1.02,0
8500,1.02,0
8600,1.02,0
8700,1.02,0
8800,1.02,0
8900,1.02,0
9000,1.02,0
9100,1.02,0
9200,1.02,0
9300,1.02,0
9400,1.02,0
9500,1.02,0
9600,1.02,0
9700,1.02,0
9800,1.02,0
9900,1.02,0
10000,1.02,0
10100,1.02,0
10200,1.02,0
10300,1.02,0
10400,1.02,0
10500,1.02,0
10600,1.02,0
10700,1.02,0
10800,1.02,0
10900,1.02,0
11000,1.02,0
11100,1.02,0
11200,1.02,0
11300,1.02,0
11400,1.02,0
11500,1.02,0
11600,1.02,0
11700,1.02,0
11800,1.02,0
11900,1.02,0
12000,1.02,0
12100,1.02,0
12200,1.02,0
12300,1.02,0
12400,1.02,0
12500,1.02,0
12600,1.02,0
12700,1.02,0
12800,1.02,0
12900,1.02,0
13000,1.02,0
13100,1.02,0
13200,1.02,0
13300,1.02,0
13400,1.02,0
13500,1.02,0
13600,1.02,0
13700,1.02,0
13800,1.02,0
13900,1.02,0
14000,1.02,0
14100,1.02,0
14200,1.02,0
14300,1.02,0
14400,1.02,0
14500,1.02,0
14600,1.02,0
14700,1.02,0
14800,1.02,0
14900,1.02,0
15000,1.02,0
15100,1.02,0
15200,1.02,0
15300,1.02,0
15400,1.02,0
15500,1.02,0
15600,1.02,0
15700,1.02,0
15800,1.02,0
15900,1.02,0
16000,1.02,0
16100,1.02,0
16200,1.02,0
16300,1.02,0
16400,1.02,0
16500,1.02,0
16600,1.02,0
16700,1.02,0
16800,1.02,0
16900,1.02,0
17000,1.02,0
17100,1.02,0
17200,1.02,0
17300,1.02,0
17400,1.02,0
17500,1.02,0
17600,1.02,0
17700,1.02,0
17800,1.02,0
17900,1.02,0
18000,1.02,0
18100,1.02,0
18200,1.02,0
18300,1.02,0
18400,1.02,0
18500,1.02,0
18600,1.02,0
18700,1.02,0
18800,1.02,0
18900,1.02,0
19000,1.02,0
19100,1.02,0
19200,1.02,0
19300,1.02,0
19400,1.02,0
19500,1.02,0
19600,1.02,0
19700,1.02,0
19800,1.02,0
19900,1.02,0
20000,1.02,0
20100,1.02,0
20200,1.02,0
20300,1.02,0
20400,1.02,0
20500,1.02,0
20600,1.02,0
20700,1.02,0
20800,1.02,0
20900,1.02,0
21000,1.02,0
21100,1.02,0
21200,1.02,0
21300,1.02,0
21400,1.02,0
21500,1.02,0
21600,1.02,0
21700,1.02,0
21800,1.02,0
21900,1.02,0
22000,1.02,0
22100,1.02,0
22200,1.02,0
22300,1.02,0
22400,1.02,0
22500,1.02,0
22600,1.02,0
22700,1.02,0
22800,1.02,0
22900,1.02,0
23000,1.02,0
23100,1.02,0
23200,1.02,0
23300,1.02,0
23400,1.02,0
23500,1.02,0
23600,1.02,0
23700,1.02,0
23800,1.02,0
23900,1.02,0
24000,1.02,0
24100,1.02,0
24200,1.02,0
24300,1.02,0
24400,1.02,0
24500,1.02,0
24600,1.02,0
24700,1.02,0
24800,1.02,0
24900,1.02,0
25000,1.02,0
25100,1.02,0
25200,1.02,0
25300,1.02,0
25400,1.02,0
25500,1.02,0
25600,1.02,0
25700,1.02,0
25800,1.02,0
25900,1.02,0
26000,1.02,0
26100,1.02,0
26200,1.02,0
26300,1.02,0
26400,1.02,0
26500,1.02,0
26600,1.02,0
26700,1.02,0
26800,1.02,0
26900,1.02,0
27000,1.02,0
27100,1.02,0
27200,1.02,0
27300,1.02,0
27400,1.02,0
27500,1.02,0
27600,1.02,0
27700,1.02,0
27800,1.02,0
27900,1.02,0
28000,1.02,0
28100,1.02,0
28200,1.02,0
28300,1.02,0
28400,1.02,0
28500,1.02,0
28600,1.02,0
28700,1.02,0
28800,1.02,0
28900,1.02,0
29000,1.02,0
29100,1.02,0
29200,1.02,0
29300,1.02,0
29400,1.02,0
29500,1.02,0
29600,1.02,0
29700,1.02,0
29800,1.02,0
29900,1.02,0
30000,1.02,0
30100,1.02,0
30200,1.02,0
30300,1.02,0
30400,1.02,0
30500,1.02,0
30600,1.02,0
30700,1.02,0
30800,1.02,0
30900,1.02,0
31000,1.02,0
31100,1.02,0
31200,1.02,0
31300,1.02,0
31400,1.02,0
31500,1.02,0
31600,1.02,0
31700,1.02,0
31800,1.02,0
31900,1.02,0
32000,1.02,0
32100,1.02,0
32200,1.02,0
32300,1.02,0
32400,1.02,0
32500,1.02,0
32600,1.02,0
32700,1.02,0
32800,1.02,0
32900,1.02,0
33000,1.02,0
33100,1.02,0
33200,1.02,0
33300,1.02,0
33400,1.02,0
33500,1.02,0
33600,1.02,0
33700,1.02,0
33800,1.02,0
33900,1.02,0
34000,1.02,0
34100,1.02,0
34200,1.02,0
34300,1.02,0
34400,1.02,0
34500,1.02,0
34600,1.02,0
34700,1.02,0
34800,1.02,0
34900,1.02,0
35000,1.02,0
35100,1.02,0
35200,1.02,0
35300,1.02,0
35400,1.02,0
35500,1.02,0
35600,1.02,0
35700,1.02,0
35800,1.02,0
35900,1.02,0
36000,1.02,0
36100,1.02,0
36200,1.02,0
36300,1.02,0
36400,1.02,0
36500,1.02,0
36600,1.02,0
36700,1.02,0
36800,1.02,0
36900,1.02,0
37000,1.02,0
37100,1.02,0.424137192237759
37200,1.02,0.428833697499467
37300,1.02,0.430561395206337
37400,1.02,0.431693549418476
37500,1.02,0.432401556498807
37600,1.02,0.432936919661183
37700,1.02,0.433226675157054
37800,1.02,0.433445482423638
37900,1.02,0.433524189468919
38000,1.02,0.433534325900922
38100,1.02,0.433473245075219
38200,1.02,0.433349926318042
38300,1.02,0.433164742837211
38400,1.02,0.432972617237337
38500,1.02,0.43274195468947
38600,1.02,0.432399566699752
38700,1.02,0.432083043890769
38800,1.02,0.431728885900246
38900,1.02,0.431337678119642
39000,1.02,0.431019923856316
39100,1.02,0.430564354581152
39200,1.02,0.430072445999056
39300,1.02,0.429680061807367
39400,1.02,0.429125594296037
39500,1.02,0.428686461854624
39600,1.02,0.428227677229101
39700,1.02,0.427585435113152
39800,1.02,0.427081232937389
39900,1.02,0.42655768527765
40000,1.02,0.42601492962311
40100,1.02,0.425453259444611
40200,1.02,0.42487273179947
40300,1.02,0.424273480202499
40400,1.02,0.423655638963068
40500,1.02,0.423019262823799
40600,1.02,0.422584874969759
40700,1.02,0.421918106504122
40800,1.02,0.421233228887848
40900,1.02,0.420530370160776
41000,1.02,0.420051871644511
41100,1.02,0.419319328565227
41200,1.02,0.418821079974592
41300,1.02,0.418059201332788
41400,1.02,0.41727996312822
41500,1.02,0.416750716460329
41600,1.02,0.415942612622786
41700,1.02,0.415394362847669
41800,1.02,0.414838466962716
41900,1.02,0.413990621379376
42000,1.02,0.413416031104166
42100,1.02,0.412540267543222
42200,1.02,0.411947046326703
42300,1.02,0.411346539141357
42400,1.02,0.410432048660547
42500,1.02,0.409813208569659
42600,1.02,0.409187199283297
42700,1.02,0.408554053421821
42800,1.02,0.407590770677701
42900,1.02,0.406939587588478
43000,1.02,0.406281381354653
43100,1.02,0.405616108908043
43200,1.02,0.404943801913998
43300,1.02,0.404264417296742
43400,1.02,0.403232463341667
43500,1.02,0.402535780647406
43600,1.02,0.401832202976845
43700,1.02,0.401121686717012
43800,1.02,0.400404409914203
43900,1.02,0.399680328533053
44000,1.02,0.398949472238756
44100,1.02,0.398211797057346
44200,1.02,0.397467551757491
44300,1.02,0.39671654568682
44400,1.02,0.395958881063027
44500,1.02,0.395194513587376
44600,1.02,0.394423617150245
44700,1.02,0.393646147033976
44800,1.02,0.393254955555451
44900,1.02,0.392467677054589
45000,1.02,0.391673893722694
45100,1.02,0.390873632825655
45200,1.02,0.390066921806351
45300,1.02,0.389253787519886
45400,1.02,0.388434185026139
45500,1.02,0.387608283897026
45600,1.02,0.387192952709407
45700,1.02,0.386357545375512
45800,1.02,0.385515903888481
45900,1.02,0.384667840546139
46000,1.02,0.383813594278851
46100,1.02,0.383384133865176
46200,1.02,0.382520554192776
46300,1.02,0.381650783536384
46400,1.02,0.38077477643842
46500,1.02,0.38033450339537
46600,1.02,0.379449363357614
46700,1.02,0.378558187802897
46800,1.02,0.378110283101097
46900,1.02,0.377209855474938
47000,1.02,0.376303452396055
47100,1.02,0.375847991383311
47200,1.02,0.374932565130492
47300,1.02,0.374011152738659
47400,1.02,0.373548140165982
47500,1.02,0.372617792107397
47600,1.02,0.371681584099874
47700,1.02,0.371211229574922
47800,1.02,0.37026610274958
47900,1.02,0.369791267984835
48000,1.02,0.368837342259934
48100,1.02,0.367877578571299
48200,1.02,0.367395514435921
48300,1.02,0.366427035392913
48400,1.02,0.365940625982076
48500,1.02,0.364963413717752
48600,1.02,0.363980585684542
48700,1.02,0.363486988409821
48800,1.02,0.362495508361267
48900,1.02,0.361997630948459
49000,1.02,0.360997548123133
49100,1.02,0.36049541460551
49200,1.02,0.359486909995298
49300,1.02,0.358980544172397
49400,1.02,0.357963598611907
49500,1.02,0.357453024101908
49600,1.02,0.356427618882944
49700,1.02,0.355912924436111
49800,1.02,0.354879237135348
49900,1.02,0.354360315067522
50000,1.02,0.35331832693027
0,1.04,0
100,1.04,0
200,1.04,0
300,1.04,0
400,1.04,0
500,1.04,0
600,1.04,0
700,1.04,0
800,1.04,0
900,1.04,0
1000,1.04,0
1100,1.04,0
1200,1.04,0
1300,1.04,0
1400,1.04,0
1500,1.04,0
1600,1.04,0
1700,1.04,0
1800,1.04,0
1900,1.04,0
2000,1.04,0
2100,1.04,0
2200,1.04,0
2300,1.04,0
2400,1.04,0
2500,1.04,0
2600,1.04,0
2700,1.04,0
2800,1.04,0
2900,1.04,0
3000,1.04,0
3100,1.04,0
3200,1.04,0
3300,1.04,0
3400,1.04,0
3500,1.04,0
3600,1.04,0
3700,1.04,0
3800,1.04,0
3900,1.04,0
4000,1.04,0
4100,1.04,0
4200,1.04,0
4300,1.04,0
4400,1.04,0
4500,1.04,0
4600,1.04,0
4700,1.04,0
4800,1.04,0
4900,1.04,0
5000,1.04,0
5100,1.04,0
5200,1.04,0
5300,1.04,0
5400,1.04,0
5500,1.04,0
5600,1.04,0
5700,1.04,0
5800,1.04,0
5900,1.04,0
6000,1.04,0
6100,1.04,0
6200,1.04,0
6300,1.04,0
6400,1.04,0
6500,1.04,0
6600,1.04,0
6700,1.04,0
6800,1.04,0
6900,1.04,0
7000,1.04,0
7100,1.04,0
7200,1.04,0
7300,1.04,0
7400,1.04,0
7500,1.04,0
7600,1.04,0
7700,1.04,0
7800,1.04,0
7900,1.04,0
8000,1.04,0
8100,1.04,0
8200,1.04,0
8300,1.04,0
8400,1.04,0
8500,1.04,0
8600,1.04,0
8700,1.04,0
8800,1.04,0
8900,1.04,0
9000,1.04,0
9100,1.04,0
9200,1.04,0
9300,1.04,0
9400,1.04,0
9500,1.04,0
9600,1.04,0
9700,1.04,0
9800,1.04,0
9900,1.04,0
10000,1.04,0
10100,1.04,0
10200,1.04,0
10300,1.04,0
10400,1.04,0
10500,1.04,0
10600,1.04,0
10700,1.04,0
10800,1.04,0
10900,1.04,0
11000,1.04,0
11100,1.04,0
11200,1.04,0
11300,1.04,0
11400,1.04,0
11500,1.04,0
11600,1.04,0
11700,1.04,0
11800,1.04,0
11900,1.04,0
12000,1.04,0
12100,1.04,0
12200,1.04,0
12300,1.04,0
12400,1.04,0
12500,1.04,0
12600,1.04,0
12700,1.04,0
12800,1.04,0
12900,1.04,0
13000,1.04,0
13100,1.04,0
13200,1.04,0
13300,1.04,0
13400,1.04,0
13500,1.04,0
13600,1.04,0
13700,1.04,0
13800,1.04,0
13900,1.04,0
14000,1.04,0
14100,1.04,0
14200,1.04,0
14300,1.04,0
14400,1.04,0
14500,1.04,0
14600,1.04,0
14700,1.04,0
14800,1.04,0
14900,1.04,0
15000,1.04,0
15100,1.04,0
15200,1.04,0
15300,1.04,0
15400,1.04,0
15500,1.04,0
15600,1.04,0
15700,1.04,0
15800,1.04,0
15900,1.04,0
16000,1.04,0
16100,1.04,0
16200,1.04,0
16300,1.04,0
16400,1.04,0
16500,1.04,0
16600,1.04,0
16700,1.04,0
16800,1.04,0
16900,1.04,0
17000,1.04,0
17100,1.04,0
17200,1.04,0
17300,1.04,0
17400,1.04,0
17500,1.04,0
17600,1.04,0
17700,1.04,0
17800,1.04,0
17900,1.04,0
18000,1.04,0
18100,1.04,0
18200,1.04,0
18300,1.04,0
18400,1.04,0
18500,1.04,0
18600,1.04,0
18700,1.04,0
18800,1.04,0
18900,1.04,0
19000,1.04,0
19100,1.04,0
19200,1.04,0
19300,1.04,0
19400,1.04,0
19500,1.04,0
19600,1.04,0
19700,1.04,0
19800,1.04,0
19900,1.04,0
20000,1.04,0
20100,1.04,0
20200,1.04,0
20300,1.04,0
20400,1.04,0
20500,1.04,0
20600,1.04,0
20700,1.04,0
20800,1.04,0
20900,1.04,0
21000,1.04,0
21100,1.04,0
21200,1.04,0
21300,1.04,0
21400,1.04,0
21500,1.04,0
21600,1.04,0
21700,1.04,0
21800,1.04,0
21900,1.04,0
22000,1.04,0
22100,1.04,0
22200,1.04,0
22300,1.04,0
22400,1.04,0
22500,1.04,0
22600,1.04,0
22700,1.04,0
22800,1.04,0
22900,1.04,0
23000,1.04,0
23100,1.04,0
23200,1.04,0
23300,1.04,0
23400,1.04,0
23500,1.04,0
23600,1.04,0
23700,1.04,0
23800,1.04,0
23900,1.04,0
24000,1.04,0
24100,1.04,0
24200,1.04,0
24300,1.04,0
24400,1.04,0
24500,1.04,0
24600,1.04,0
24700,1.04,0
24800,1.04,0
24900,1.04,0
25000,1.04,0
25100,1.04,0
25200,1.04,0
25300,1.04,0
25400,1.04,0
25500,1.04,0
25600,1.04,0
25700,1.04,0
25800,1.04,0
25900,1.04,0
26000,1.04,0
26100,1.04,0
26200,1.04,0
26300,1.04,0
26400,1.04,0
26500,1.04,0
26600,1.04,0
26700,1.04,0
26800,1.04,0
26900,1.04,0
27000,1.04,0
27100,1.04,0
27200,1.04,0
27300,1.04,0
27400,1.04,0
27500,1.04,0
27600,1.04,0
27700,1.04,0
27800,1.04,0
27900,1.04,0
28000,1.04,0
28100,1.04,0
28200,1.04,0
28300,1.04,0
28400,1.04,0
28500,1.04,0
28600,1.04,0
28700,1.04,0
28800,1.04,0
28900,1.04,0
29000,1.04,0
29100,1.04,0
29200,1.04,0
29300,1.04,0
29400,1.04,0
29500,1.04,0
29600,1.04,0
29700,1.04,0
29800,1.04,0
29900,1.04,0
30000,1.04,0
30100,1.04,0
30200,1.04,0
30300,1.04,0
30400,1.04,0
30500,1.04,0
30600,1.04,0
30700,1.04,0
30800,1.04,0
30900,1.04,0
31000,1.04,0
31100,1.04,0
31200,1.04,0
31300,1.04,0
31400,1.04,0
31500,1.04,0
31600,1.04,0
31700,1.04,0
31800,1.04,0
31900,1.04,0
32000,1.04,0
32100,1.04,0
32200,1.04,0
32300,1.04,0
32400,1.04,0
32500,1.04,0
32600,1.04,0
32700,1.04,0
32800,1.04,0.466631349462236
32900,1.04,0.47013764923558
33000,1.04,0.471657567924023
33100,1.04,0.472597986935464
33200,1.04,0.47314092952789
33300,1.04,0.47346567453382
33400,1.04,0.473652342301457
33500,1.04,0.473703792195903
33600,1.04,0.473656529484043
33700,1.04,0.473542488896058
33800,1.04,0.473361520636119
33900,1.04,0.473114260825627
34000,1.04,0.472801344864402
34100,1.04,0.472504356340223
34200,1.04,0.472075315965116
34300,1.04,0.471686284816812
34400,1.04,0.471256851466321
34500,1.04,0.470787464989293
34600,1.04,0.470278657404601
34700,1.04,0.469730439801604
34800,1.04,0.469293806471023
34900,1.04,0.46867777888704
35000,1.04,0.468023657696445
35100,1.04,0.467508012972898
35200,1.04,0.466971271400363
35300,1.04,0.4662228291104
35400,1.04,0.46563722213042
35500,1.04,0.465030996130016
35600,1.04,0.464404035742248
35700,1.04,0.463756738837045
35800,1.04,0.463089073762532
35900,1.04,0.462401349397783
36000,1.04,0.461693617173066
36100,1.04,0.460966012853037
36200,1.04,0.460218672111559
36300,1.04,0.459451643863683
36400,1.04,0.458665230049719
36500,1.04,0.458130286624392
36600,1.04,0.457311628249126
36700,1.04,0.456473931609828
36800,1.04,0.455904822901429
36900,1.04,0.455035539252469
37000,1.04,0.454445573731013
37100,1.04,0.453545053090056
37200,1.04,0.452934377583269
37300,1.04,0.452002963726221
37400,1.04,0.451371723592765
37500,1.04,0.450409755865457
37600,1.04,0.449758341060768
37700,1.04,0.448766152070707
37800,1.04,0.448094698510307
37900,1.04,0.4474152904583
38000,1.04,0.446381256371242
38100,1.04,0.445682111447164
38200,1.04,0.444975130930154
38300,1.04,0.444260348222044
38400,1.04,0.443173616960663
38500,1.04,0.442439472418192
38600,1.04,0.441697640611455
38700,1.04,0.440948072516704
38800,1.04,0.440190962654693
38900,1.04,0.439041074201054
39000,1.04,0.43826496457887
39100,1.04,0.437481503164959
39200,1.04,0.436690478604779
39300,1.04,0.43589200271794
39400,1.04,0.435086025681924
39500,1.04,0.43427273804771
39600,1.04,0.433452089572849
39700,1.04,0.432624109933378
39800,1.04,0.431788748885211
39900,1.04,0.430946273973538
40000,1.04,0.43009647569159
40100,1.04,0.429239383510484
40200,1.04,0.428375183975007
40300,1.04,0.427503826339793
40400,1.04,0.426625338628892
40500,1.04,0.425739670170749
40600,1.04,0.424847005420528
40700,1.04,0.424398106566
40800,1.04,0.423494880195139
40900,1.04,0.422584569221859
41000,1.04,0.421667356066275
41100,1.04,0.420743189504812
41200,1.04,0.419812095893262
41300,1.04,0.419343959621633
41400,1.04,0.418402447166896
41500,1.04,0.417454226661829
41600,1.04,0.416499092097425
41700,1.04,0.415537069957275
41800,1.04,0.415053550892518
41900,1.04,0.414081435930467
42000,1.04,0.413102572606031
42100,1.04,0.412610618042922
42200,1.04,0.411621602615049
42300,1.04,0.410625976136174
42400,1.04,0.409623762278382
42500,1.04,0.409120126386052
42600,1.04,0.408107812485081
42700,1.04,0.407088970958936
42800,1.04,0.406577081546628
42900,1.04,0.405548380114603
43000,1.04,0.404513134671751
43100,1.04,0.403992990753761
43200,1.04,0.402947972767461
43300,1.04,0.402423029992422
43400,1.04,0.401368364770236
43500,1.04,0.400307099378471
43600,1.04,0.399774091074664
43700,1.04,0.39870326358368
43800,1.04,0.398165449990961
43900,1.04,0.397085037031991
44000,1.04,0.395998188534585
44100,1.04,0.395452421703748
44200,1.04,0.394356143615831
44300,1.04,0.39380563782111
44400,1.04,0.392699978215586
44500,1.04,0.392144685361532
